"","Year","Date","BigBioPlot","PlantSpNum","Plot","Treatment","Species","Mass.g.m.2.","Planted"
"16380",2024,NA,253,16,116,"SoilDrenchFungicide","Quercus macrocarpa",0,"planted"
"16381",2017,"8/1/2017",253,16,116,"SoilDrenchFungicide","Lupinus perennis",117,"planted"
"16382",2017,"8/1/2017",253,16,116,"SoilDrenchFungicide","Andropogon gerardi",21.3,"planted"
"16383",2007,"10/16/2007",253,16,116,"SoilDrenchFungicide","Andropogon gerardi",13.4,"planted"
"16384",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Andropogon gerardi",19.07,"planted"
"16385",2021,NA,253,16,116,"SoilDrenchFungicide","Andropogon gerardi",127.4,"planted"
"16386",2023,NA,253,16,116,"SoilDrenchFungicide","Andropogon gerardi",64.1,"planted"
"16387",2017,"8/1/2017",253,16,116,"SoilDrenchFungicide","Poa pratensis",50.4,"planted"
"16388",2007,"10/16/2007",253,16,116,"SoilDrenchFungicide","Oxybaphus hirsutus",0.8,"weed"
"16389",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Liatris aspera",0,"planted"
"16390",2013,"8/20/2013",253,16,116,"SoilDrenchFungicide","Andropogon gerardi",19.7,"planted"
"16391",2011,"8/26/2011",253,16,116,"SoilDrenchFungicide","Sorghastrum nutans",6.8,"planted"
"16392",2024,NA,253,16,116,"SoilDrenchFungicide","Real weeds",54.2,"weed"
"16393",2011,"8/26/2011",253,16,116,"SoilDrenchFungicide","Lupinus perennis",61.3,"planted"
"16394",2024,NA,253,16,116,"SoilDrenchFungicide","Agropyron smithii",0,"planted"
"16395",2024,NA,253,16,116,"SoilDrenchFungicide","Panicum virgatum",9.34,"planted"
"16396",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Lupinus perennis",11.1,"planted"
"16397",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Monarda fistulosa",0,"planted"
"16398",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",0,"planted"
"16399",2023,NA,253,16,116,"SoilDrenchFungicide","Miscellaneous litter",0,"weed"
"16400",2011,"8/26/2011",253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",97.8,"planted"
"16401",2014,"8/14/2014",253,16,116,"SoilDrenchFungicide","Oxybaphus hirsutus",0.24,"weed"
"16402",2014,"8/14/2014",253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",23,"planted"
"16403",2014,"8/14/2014",253,16,116,"SoilDrenchFungicide","Lupinus perennis",36.1,"planted"
"16404",2007,"10/16/2007",253,16,116,"SoilDrenchFungicide","Schizachyrium scoparium",47,"planted"
"16405",2014,"8/14/2014",253,16,116,"SoilDrenchFungicide","Solidago rigida",137.7,"planted"
"16406",2022,NA,253,16,116,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",4.01,"planted"
"16407",2011,"8/26/2011",253,16,116,"SoilDrenchFungicide","Lespedeza capitata",0.6,"planted"
"16408",2007,"10/16/2007",253,16,116,"SoilDrenchFungicide","Lupinus perennis",72.3,"planted"
"16409",2017,"8/1/2017",253,16,116,"SoilDrenchFungicide","Sorghastrum nutans",1.02,"planted"
"16410",2017,"8/1/2017",253,16,116,"SoilDrenchFungicide","Solidago rigida",197.9,"planted"
"16411",2007,"10/16/2007",253,16,116,"SoilDrenchFungicide","Petalostemum purpureum",15.4,"planted"
"16412",2011,"8/26/2011",253,16,116,"SoilDrenchFungicide","Panicum virgatum",3,"planted"
"16413",2011,"8/26/2011",253,16,116,"SoilDrenchFungicide","Cyperus sp.",0.1,"weed"
"16414",2016,"8/1/2016",253,16,116,"SoilDrenchFungicide","32 species weeds",0,"weed"
"16415",2014,"8/14/2014",253,16,116,"SoilDrenchFungicide","Andropogon gerardi",10.1,"planted"
"16416",2013,"8/20/2013",253,16,116,"SoilDrenchFungicide","Lespedeza capitata",0.18,"planted"
"16417",2011,"8/26/2011",253,16,116,"SoilDrenchFungicide","Andropogon gerardi",69.3,"planted"
"16418",2018,"8/1/2018",253,16,116,"SoilDrenchFungicide","Amorpha canescens",0,"planted"
"16419",2017,"8/1/2017",253,16,117,"FoliarFungicide","Lespedeza capitata",14.3,"planted"
"16420",2016,"8/1/2016",253,16,117,"FoliarFungicide","Achillea millefolium (lanulosa)",1.93,"planted"
"16421",2009,"8/17/2009",253,16,117,"FoliarFungicide","Andropogon gerardi",35.9,"planted"
"16422",2024,NA,253,16,117,"FoliarFungicide","Poa pratensis",31,"planted"
"16423",2023,NA,253,16,117,"FoliarFungicide","Asclepias tuberosa",0,"planted"
"16424",2016,"8/1/2016",253,16,117,"FoliarFungicide","32 species weeds",0,"weed"
"16425",2024,NA,253,16,117,"FoliarFungicide","Achillea millefolium (lanulosa)",1.52,"planted"
"16426",2016,"8/1/2016",253,16,117,"FoliarFungicide","Agropyron smithii",0,"planted"
"16427",2024,NA,253,16,117,"FoliarFungicide","Petalostemum purpureum",50.3,"planted"
"16428",2023,NA,253,16,117,"FoliarFungicide","Lespedeza capitata",0,"planted"
"16429",2024,NA,253,16,117,"FoliarFungicide","Agropyron smithii",0,"planted"
"16430",2016,"8/1/2016",253,16,117,"FoliarFungicide","Asclepias tuberosa",0,"planted"
"16431",2016,"8/1/2016",253,16,117,"FoliarFungicide","Andropogon gerardi",0,"planted"
"16432",2010,"8/25/2010",253,16,117,"FoliarFungicide","Monarda fistulosa",21.1,"planted"
"16433",2013,"8/20/2013",253,16,117,"FoliarFungicide","Schizachyrium scoparium",18.4,"planted"
"16434",2017,"8/1/2017",253,16,117,"FoliarFungicide","Miscellaneous litter",0.31,"weed"
"16435",2009,"8/17/2009",253,16,117,"FoliarFungicide","Panicum oligosanthes",4.4,"weed"
"16436",2010,"8/25/2010",253,16,117,"FoliarFungicide","Panicum virgatum",0.3,"planted"
"16437",2023,NA,253,16,117,"FoliarFungicide","Koeleria cristata",1.53,"planted"
"16438",2015,"8/25/2015",253,16,117,"FoliarFungicide","Sorghastrum nutans",2.8,"planted"
"16439",2024,NA,253,16,117,"FoliarFungicide","Lupinus perennis",37.4,"planted"
"16440",2024,NA,253,16,117,"FoliarFungicide","Amorpha canescens",0,"planted"
"16441",2018,"8/1/2018",253,16,117,"FoliarFungicide","Poa pratensis",41.5,"planted"
"16442",2010,"8/25/2010",253,16,117,"FoliarFungicide","Petalostemum purpureum",39.1,"planted"
"16443",2018,"8/1/2018",253,16,117,"FoliarFungicide","Real weeds",0,"weed"
"16444",2024,NA,253,16,117,"FoliarFungicide","Liatris aspera",0,"planted"
"16445",2024,NA,253,16,117,"FoliarFungicide","Monarda fistulosa",0,"planted"
"16446",2015,"8/25/2015",253,16,117,"FoliarFungicide","Schizachyrium scoparium",8.5,"planted"
"16447",2016,"8/1/2016",253,16,117,"FoliarFungicide","Koeleria cristata",0,"planted"
"16448",2023,NA,253,16,117,"FoliarFungicide","Lupinus perennis",25.6,"planted"
"16449",2009,"8/17/2009",253,16,117,"FoliarFungicide","Lespedeza capitata",2.9,"planted"
"16450",2023,NA,253,16,117,"FoliarFungicide","Monarda fistulosa",0,"planted"
"16451",2024,NA,253,16,117,"FoliarFungicide","Lespedeza capitata",0.54,"planted"
"16452",2024,NA,253,16,117,"FoliarFungicide","Miscellaneous litter",0,"weed"
"16453",2022,NA,253,16,117,"FoliarFungicide","Monarda fistulosa",25.7,"planted"
"16454",2010,"8/25/2010",253,16,117,"FoliarFungicide","Poa pratensis",63.4,"planted"
"16455",2023,NA,253,16,117,"FoliarFungicide","Sorghastrum nutans",1.01,"planted"
"16456",2007,"9/18/2007",253,16,117,"FoliarFungicide","Miscellaneous litter",1.7,"weed"
"16457",2024,NA,253,16,117,"FoliarFungicide","Panicum virgatum",0,"planted"
"16458",2017,"8/1/2017",253,16,117,"FoliarFungicide","Achillea millefolium (lanulosa)",2.8,"planted"
"16459",2016,"8/1/2016",253,16,117,"FoliarFungicide","Amorpha canescens",0,"planted"
"16460",2009,"8/17/2009",253,16,117,"FoliarFungicide","Solidago rigida",71.4,"planted"
"16461",2023,NA,253,16,117,"FoliarFungicide","Petalostemum purpureum",141.4,"planted"
"16462",2010,"8/25/2010",253,16,117,"FoliarFungicide","Lespedeza capitata",21,"planted"
"16463",2021,NA,253,16,117,"FoliarFungicide","Achillea millefolium (lanulosa)",0.5,"planted"
"16464",2017,"8/1/2017",253,16,117,"FoliarFungicide","Lupinus perennis",130.3,"planted"
"16465",2017,"8/1/2017",253,16,117,"FoliarFungicide","Poa pratensis",80.2,"planted"
"16466",2023,NA,253,16,117,"FoliarFungicide","Panicum virgatum",0,"planted"
"16467",2018,"8/1/2018",253,16,117,"FoliarFungicide","Quercus macrocarpa",0,"planted"
"16468",2016,"8/1/2016",253,16,117,"FoliarFungicide","Quercus macrocarpa",0,"planted"
"16469",2018,"8/1/2018",253,16,117,"FoliarFungicide","Panicum virgatum",0,"planted"
"16470",2014,"8/15/2014",253,16,117,"FoliarFungicide","Andropogon gerardi",34.3,"planted"
"16471",2009,"8/17/2009",253,16,117,"FoliarFungicide","Panicum virgatum",1.2,"planted"
"16472",2009,"8/17/2009",253,16,117,"FoliarFungicide","Lupinus perennis",154.2,"planted"
"16473",2012,"8/28/2012",253,16,117,"FoliarFungicide","Petalostemum purpureum",20.4,"planted"
"16474",2024,NA,253,16,117,"FoliarFungicide","32 species weeds",0,"weed"
"16475",2017,"8/1/2017",253,16,117,"FoliarFungicide","Andropogon gerardi",203.9,"planted"
"16476",2017,"8/1/2017",253,16,117,"FoliarFungicide","Real weeds",0.46,"weed"
"16477",2023,NA,253,16,117,"FoliarFungicide","Schizachyrium scoparium",0,"planted"
"16478",2023,NA,253,16,117,"FoliarFungicide","Quercus macrocarpa",0,"planted"
"16479",2023,NA,253,16,117,"FoliarFungicide","Poa pratensis",12.9,"planted"
"16480",2021,NA,253,16,117,"FoliarFungicide","Amorpha canescens",103.2,"planted"
"16481",2015,"8/25/2015",253,16,117,"FoliarFungicide","Petalostemum purpureum",249.8,"planted"
"16482",2016,"8/1/2016",253,16,117,"FoliarFungicide","Lespedeza capitata",0,"planted"
"16483",2012,"8/28/2012",253,16,117,"FoliarFungicide","Monarda fistulosa",47.7,"planted"
"16484",2018,"8/1/2018",253,16,117,"FoliarFungicide","Solidago rigida",0,"planted"
"16485",2018,"8/1/2018",253,16,117,"FoliarFungicide","Schizachyrium scoparium",48.9,"planted"
"16486",2010,"8/25/2010",253,16,117,"FoliarFungicide","Andropogon gerardi",3.1,"planted"
"16487",2024,NA,253,16,117,"FoliarFungicide","Solidago rigida",42.9,"planted"
"16488",2007,"9/18/2007",253,16,117,"FoliarFungicide","Lespedeza capitata",18.2,"planted"
"16489",2017,"8/1/2017",253,16,117,"FoliarFungicide","Petalostemum purpureum",59.1,"planted"
"16490",2023,NA,253,16,117,"FoliarFungicide","Real weeds",2.86,"weed"
"16491",2010,"8/25/2010",253,16,117,"FoliarFungicide","Schizachyrium scoparium",1.7,"planted"
"16492",2012,"8/28/2012",253,16,117,"FoliarFungicide","Schizachyrium scoparium",56.2,"planted"
"16493",2015,"8/25/2015",253,16,117,"FoliarFungicide","Solidago rigida",313.5,"planted"
"16494",2007,"9/18/2007",253,16,117,"FoliarFungicide","Oxybaphus hirsutus",0.6,"weed"
"16495",2014,"8/15/2014",253,16,117,"FoliarFungicide","Panicum oligosanthes",4.2,"weed"
"16496",2014,"8/15/2014",253,16,117,"FoliarFungicide","Schizachyrium scoparium",50.9,"planted"
"16497",2010,"8/25/2010",253,16,117,"FoliarFungicide","Oxybaphus hirsutus",0.1,"weed"
"16498",2010,"8/25/2010",253,16,117,"FoliarFungicide","Achillea millefolium (lanulosa)",11.7,"planted"
"16499",2024,NA,253,16,117,"FoliarFungicide","Real weeds",24.5,"weed"
"16500",2010,"8/25/2010",253,16,117,"FoliarFungicide","Lupinus perennis",111.2,"planted"
"16501",2009,"8/17/2009",253,16,117,"FoliarFungicide","Poa pratensis",27.3,"planted"
"16502",2016,"8/1/2016",253,16,117,"FoliarFungicide","Sorghastrum nutans",0,"planted"
"16503",2023,NA,253,16,117,"FoliarFungicide","Solidago rigida",0,"planted"
"16504",2015,"8/25/2015",253,16,117,"FoliarFungicide","Poa pratensis",43.4,"planted"
"16505",2018,"8/1/2018",253,16,117,"FoliarFungicide","Miscellaneous litter",0,"weed"
"16506",2022,NA,253,16,117,"FoliarFungicide","Sorghastrum nutans",58.6,"planted"
"16507",2022,NA,253,16,117,"FoliarFungicide","Schizachyrium scoparium",0.51,"planted"
"16508",2018,"8/1/2018",253,16,117,"FoliarFungicide","Monarda fistulosa",64.4,"planted"
"16509",2018,"8/1/2018",253,16,117,"FoliarFungicide","Andropogon gerardi",189.8,"planted"
"16510",2021,NA,253,16,117,"FoliarFungicide","Poa pratensis",30.3,"planted"
"16511",2011,"8/26/2011",253,16,117,"FoliarFungicide","Sorghastrum nutans",1.9,"planted"
"16512",2024,NA,253,16,117,"FoliarFungicide","Koeleria cristata",0,"planted"
"16513",2009,"8/17/2009",253,16,117,"FoliarFungicide","Schizachyrium scoparium",10.2,"planted"
"16514",2016,"8/1/2016",253,16,117,"FoliarFungicide","Real weeds",0.2,"weed"
"16515",2016,"8/1/2016",253,16,117,"FoliarFungicide","Miscellaneous litter",1.82,"weed"
"16516",2012,"8/28/2012",253,16,117,"FoliarFungicide","Achillea millefolium (lanulosa)",5.5,"planted"
"16517",2015,"8/25/2015",253,16,117,"FoliarFungicide","Taraxacum officinale",0.03,"weed"
"16518",2015,"8/25/2015",253,16,117,"FoliarFungicide","Andropogon gerardi",292.4,"planted"
"16519",2007,"9/18/2007",253,16,117,"FoliarFungicide","Petalostemum purpureum",8.4,"planted"
"16520",2007,"9/18/2007",253,16,117,"FoliarFungicide","Poa pratensis",32.1,"planted"
"16521",2014,"8/15/2014",253,16,117,"FoliarFungicide","Petalostemum purpureum",67.9,"planted"
"16522",2014,"8/15/2014",253,16,117,"FoliarFungicide","Lupinus perennis",114.5,"planted"
"16523",2018,"8/1/2018",253,16,117,"FoliarFungicide","Lupinus perennis",111.5,"planted"
"16524",2023,NA,253,16,117,"FoliarFungicide","Miscellaneous litter",3.65,"weed"
"16525",2016,"8/1/2016",253,16,117,"FoliarFungicide","Poa pratensis",14.5,"planted"
"16526",2016,"8/1/2016",253,16,117,"FoliarFungicide","Schizachyrium scoparium",6.12,"planted"
"16527",2018,"8/1/2018",253,16,117,"FoliarFungicide","Petalostemum purpureum",0,"planted"
"16528",2024,NA,253,16,117,"FoliarFungicide","Andropogon gerardi",502.3,"planted"
"16529",2012,"8/28/2012",253,16,117,"FoliarFungicide","Lupinus perennis",100.6,"planted"
"16530",2018,"8/1/2018",253,16,117,"FoliarFungicide","Lespedeza capitata",0,"planted"
"16531",2018,"8/1/2018",253,16,117,"FoliarFungicide","Achillea millefolium (lanulosa)",53.1,"planted"
"16532",2015,"8/25/2015",253,16,117,"FoliarFungicide","Panicum virgatum",3,"planted"
"16533",2018,"8/1/2018",253,16,117,"FoliarFungicide","32 species weeds",0,"weed"
"16534",2013,"8/20/2013",253,16,117,"FoliarFungicide","Andropogon gerardi",113.7,"planted"
"16535",2014,"8/15/2014",253,16,117,"FoliarFungicide","Achillea millefolium (lanulosa)",6.8,"planted"
"16536",2024,NA,253,16,117,"FoliarFungicide","Sorghastrum nutans",8.71,"planted"
"16537",2011,"8/26/2011",253,16,117,"FoliarFungicide","Poa pratensis",50.7,"planted"
"16538",2011,"8/26/2011",253,16,117,"FoliarFungicide","Schizachyrium scoparium",50.5,"planted"
"16539",2018,"8/1/2018",253,16,117,"FoliarFungicide","Sorghastrum nutans",0,"planted"
"16540",2024,NA,253,16,117,"FoliarFungicide","Schizachyrium scoparium",0,"planted"
"16541",2016,"8/1/2016",253,16,117,"FoliarFungicide","Petalostemum purpureum",11.52,"planted"
"16542",2024,NA,253,16,117,"FoliarFungicide","Quercus macrocarpa",0,"planted"
"16543",2015,"8/25/2015",253,16,117,"FoliarFungicide","Lupinus perennis",51.3,"planted"
"16544",2014,"8/15/2014",253,16,117,"FoliarFungicide","Liatris aspera",0.2,"planted"
"16545",2023,NA,253,16,117,"FoliarFungicide","Andropogon gerardi",61.5,"planted"
"16546",2007,"9/18/2007",253,16,117,"FoliarFungicide","Sorghastrum nutans",10.7,"planted"
"16547",2014,"8/15/2014",253,16,117,"FoliarFungicide","Poa pratensis",63.4,"planted"
"16548",2013,"8/20/2013",253,16,117,"FoliarFungicide","Lupinus perennis",265.2,"planted"
"16549",2018,"8/1/2018",253,16,117,"FoliarFungicide","Asclepias tuberosa",0,"planted"
"16550",2018,"8/1/2018",253,16,117,"FoliarFungicide","Amorpha canescens",0,"planted"
"16551",2012,"8/28/2012",253,16,117,"FoliarFungicide","Poa pratensis",51.8,"planted"
"16552",2022,NA,253,16,117,"FoliarFungicide","Poa pratensis",33.5,"planted"
"16553",2011,"8/26/2011",253,16,117,"FoliarFungicide","Lupinus perennis",68.2,"planted"
"16554",2009,"8/17/2009",253,16,117,"FoliarFungicide","Petalostemum purpureum",67.9,"planted"
"16555",2016,"8/1/2016",253,16,117,"FoliarFungicide","Panicum virgatum",0,"planted"
"16556",2016,"8/1/2016",253,16,117,"FoliarFungicide","Lupinus perennis",46.52,"planted"
"16557",2023,NA,253,16,117,"FoliarFungicide","Agropyron smithii",0,"planted"
"16558",2015,"8/25/2015",253,16,117,"FoliarFungicide","Lespedeza capitata",3.7,"planted"
"16559",2022,NA,253,16,117,"FoliarFungicide","Achillea millefolium (lanulosa)",3.16,"planted"
"16560",2022,NA,253,16,117,"FoliarFungicide","Andropogon gerardi",25.8,"planted"
"16561",2011,"8/26/2011",253,16,117,"FoliarFungicide","Achillea millefolium (lanulosa)",1.2,"planted"
"16562",2021,NA,253,16,117,"FoliarFungicide","Lupinus perennis",93.7,"planted"
"16563",2021,NA,253,16,117,"FoliarFungicide","Petalostemum purpureum",86.7,"planted"
"16564",2012,"8/28/2012",253,16,117,"FoliarFungicide","Andropogon gerardi",39.3,"planted"
"16565",2013,"8/20/2013",253,16,117,"FoliarFungicide","Petalostemum purpureum",118.3,"planted"
"16566",2018,"8/1/2018",253,16,117,"FoliarFungicide","Agropyron smithii",0,"planted"
"16567",2016,"8/1/2016",253,16,117,"FoliarFungicide","Monarda fistulosa",1.7,"planted"
"16568",2024,NA,253,16,117,"FoliarFungicide","Asclepias tuberosa",0,"planted"
"16569",2022,NA,253,16,117,"FoliarFungicide","Lupinus perennis",12.15,"planted"
"16570",2016,"8/1/2016",253,16,117,"FoliarFungicide","Liatris aspera",0,"planted"
"16571",2016,"8/1/2016",253,16,117,"FoliarFungicide","Solidago rigida",0,"planted"
"16572",2007,"9/18/2007",253,16,117,"FoliarFungicide","Schizachyrium scoparium",23.1,"planted"
"16573",2021,NA,253,16,117,"FoliarFungicide","Andropogon gerardi",133.8,"planted"
"16574",2007,"9/18/2007",253,16,117,"FoliarFungicide","Andropogon gerardi",42.2,"planted"
"16575",2007,"9/18/2007",253,16,117,"FoliarFungicide","Achillea millefolium (lanulosa)",0.4,"planted"
"16576",2013,"8/20/2013",253,16,117,"FoliarFungicide","Lychnis alba",13.6,"weed"
"16577",2011,"8/26/2011",253,16,117,"FoliarFungicide","Andropogon gerardi",190.2,"planted"
"16578",2023,NA,253,16,117,"FoliarFungicide","Liatris aspera",0,"planted"
"16579",2018,"8/1/2018",253,16,117,"FoliarFungicide","Liatris aspera",0,"planted"
"16580",2022,NA,253,16,117,"FoliarFungicide","Petalostemum purpureum",4.29,"planted"
"16581",2022,NA,253,16,117,"FoliarFungicide","Miscellaneous litter",1.42,"weed"
"16582",2013,"8/20/2013",253,16,117,"FoliarFungicide","Lespedeza capitata",10.3,"planted"
"16583",2022,NA,253,16,117,"FoliarFungicide","Real weeds",14.11,"weed"
"16584",2023,NA,253,16,117,"FoliarFungicide","Achillea millefolium (lanulosa)",2.27,"planted"
"16585",2023,NA,253,16,117,"FoliarFungicide","Amorpha canescens",0,"planted"
"16586",2013,"8/20/2013",253,16,117,"FoliarFungicide","Poa pratensis",73.5,"planted"
"16587",2007,"9/18/2007",253,16,117,"FoliarFungicide","Lupinus perennis",301.7,"planted"
"16588",2008,"10/28/2008",253,16,117,"FoliarFungicide","Unsorted biomass",282.4,"weed"
"16589",2011,"8/26/2011",253,16,117,"FoliarFungicide","Petalostemum purpureum",73.7,"planted"
"16590",2021,NA,253,16,117,"FoliarFungicide","Sorghastrum nutans",6.4,"planted"
"16591",2023,NA,253,16,117,"FoliarFungicide","32 species weeds",0,"weed"
"16592",2018,"8/1/2018",253,16,117,"FoliarFungicide","Koeleria cristata",0,"planted"
"16593",2013,"8/20/2013",253,16,117,"FoliarFungicide","Panicum virgatum",4.8,"planted"
"16594",2012,"8/28/2012",253,16,117,"FoliarFungicide","Lespedeza capitata",21.1,"planted"
"16595",2024,NA,253,16,118,"Control","Real weeds",51.9,"weed"
"16596",2024,NA,253,16,118,"Control","Schizachyrium scoparium",21.7,"planted"
"16597",2024,NA,253,16,118,"Control","Solidago rigida",0,"planted"
"16598",2011,"8/26/2011",253,16,118,"Control","Sorghastrum nutans",32.1,"planted"
"16599",2014,"8/15/2014",253,16,118,"Control","Schizachyrium scoparium",16.3,"planted"
"16600",2008,"10/28/2008",253,16,118,"Control","Unsorted biomass",237,"weed"
"16601",2016,"8/1/2016",253,16,118,"Control","Schizachyrium scoparium",0.35,"planted"
"16602",2024,NA,253,16,118,"Control","Sorghastrum nutans",18.4,"planted"
"16603",2011,"8/26/2011",253,16,118,"Control","Solidago rigida",5.3,"planted"
"16604",2016,"8/1/2016",253,16,118,"Control","Lespedeza capitata",0,"planted"
"16605",2024,NA,253,16,118,"Control","Miscellaneous litter",16.7,"weed"
"16606",2014,"8/15/2014",253,16,118,"Control","Andropogon gerardi",75.3,"planted"
"16607",2016,"8/1/2016",253,16,118,"Control","Solidago rigida",0,"planted"
"16608",2021,NA,253,16,118,"Control","Liatris aspera",40.2,"planted"
"16609",2011,"8/26/2011",253,16,118,"Control","Schizachyrium scoparium",27,"planted"
"16610",2011,"8/26/2011",253,16,118,"Control","Lupinus perennis",174.7,"planted"
"16611",2024,NA,253,16,118,"Control","Koeleria cristata",0,"planted"
"16612",2014,"8/15/2014",253,16,118,"Control","Lespedeza capitata",14.9,"planted"
"16613",2014,"8/15/2014",253,16,118,"Control","Lupinus perennis",27.6,"planted"
